Loc ID,LOCATION,SIG_TYPE,YEAR,CNT_DATE,HOURS,NB_SB_ST,EB_WB_ST,COUNCIL_DISTRICT,PED_VALUE,VEH_VALUE,SB_VALUE,WB_VALUE,NB_VALUE,EB_VALUE,X_COORDINATES,Y_COORDINATES
553,Rockhill & 59th,TS,2018,04/12/2018 12:00:00 AM,5,ROCKHILL RD,E 59TH ST,CD4&6,32,5814,2411,523,2372,508,2766966.52,1038965.23
554,Rockhill & 63rd,TS,2017,02/16/2017 12:00:00 AM,12,ROCKHILL RD,E 63RD ST,CD6,74,16217,3598,3614,4932,4073,2766862.58,1036529.12
555,Rockhill & Volker & Cherry,TS,2018,05/08/2018 12:00:00 AM,5,ROCKHILL RD/CHERRY ST,VOLKER BLVD,CD4,0,2918,418,1041,762,697,2766347.93,1045689.09
558,Southwest Blvd & 20th,TS,2020,01/28/2020 12:00:00 AM,5,SOUTHWEST BLVD,W 20TH ST,CD4,256,6521,1598,1403,3362,158,2764087.41,1064160
559,Southwest Blvd & 21st/W Pennway,TS,2017,05/04/2017 12:00:00 AM,5,WEST PENNWAY,SOUTHWEST BLVD,CD4,10,8296,3433,2644,0,2219,2763182.93,1063414.02
560,Southwest Blvd & 23rd,TS,2020,01/16/2020 12:00:00 AM,12,SOUTHWEST BLVD,AVENIDA CESAR CHAVES/ W 23RD ST,CD4,92,8656,4243,0,3635,778,2762535.22,1062887.61
561,Southwest Blvd & Pennsylvania,TS,2018,03/27/2018 12:00:00 AM,12,PENNSYLVANIA AVE,SOUTHWEST BLVD,CD4,110,9036,1438,3203,831,3564,2762740.27,1063055.23
562,Southwest Blvd & Summit,TS,2019,03/05/2019 12:00:00 AM,12,SUMMIT ST,SOUTHWEST BLVD,CD4,741,8856,1843,2694,1272,3047,2762072.6,1062525.53
563,Southwest Trfwy & 27th,TS,2017,09/21/2017 12:00:00 AM,12,SUMMIT ST,W 27TH ST,CD4,15,4565,1706,430,1636,793,2762029.52,1060280.42
564,Southwest Trfwy & 31st & Karnes,TS,2018,04/26/2018 12:00:00 AM,12,SW TFWY / SUMMIT ST,W 3IST ST,CD4,34,47589,13750,5034,19121,9136,2761884.46,1057676.02
565,Southwest Trfwy & 33rd,TS,2017,12/14/2017 12:00:00 AM,12,SOUTHWEST TFWY,W 33RD ST,CD4,33,31683,13601,3424,13733,925,2761821.95,1056335.54
566,Southwest Trfwy & 35th,TS,2018,04/03/2018 12:00:00 AM,12,SOUTHWEST TFWY,W 35TH ST,CD4,7,27586,14023,229,13296,38,2761737.55,1055288.62
567,Southwest Trfwy & Mill,TS,2016,12/21/2016 12:00:00 AM,12,SOUTHWEST TFWY,MILL ST,CD4,129,26758,10811,1426,14521,0,2761440.01,1051193.11
568,Southwest Trfwy & Valentine,TS,2017,02/09/2017 12:00:00 AM,12,SOUTHWEST TFRWY,VALENTINE RD,CD4,14,29178,16092,1278,11187,621,2761673.49,1053939.47
569,Southwest Trfwy & Waddell/Summit & 39th,TS,2017,04/18/2017 12:00:00 AM,5,SOUTHWEST TFWY,W 39TH ST,CD4,75,29481,13189,5379,8272,2641,2761622,1052394.55
570,Southwest Trfwy & Westport,TS,2019,10/30/2019 12:00:00 AM,5,SOUTHWEST TFWY (EWD),WESTPORT RD,CD4,58,17857,7707,1600,6015,2535,2761004.55,1050008.67
571,St John & Askew,TS,2017,05/17/2017 12:00:00 AM,5,ASKEW AVE,ST JOHN AVE,CD4,114,2556,30,1161,159,1206,2777723.47,1072859.98
573,St John & Elmwood,TS,2018,11/14/2018 12:00:00 AM,12,N ELMWOOD AVE,ST JOHN AVE,CD4,369,5174,0,2515,276,2383,2780766.81,1072730.61
583,State Line & 112th,TS,2019,03/14/2019 12:00:00 AM,12,STATE LINE RD,W 112TH TER,CD6,3,13837,5240,23,7928,646,2757980.98,1004142.13
584,"State Line & 115th, Barstow School",TS,2019,09/19/2019 12:00:00 AM,12,SLATE LINE RD,BARSTOW SCHOOL DR,CD6,9,19646,9126,1032,9488,0,2757979.31,1002362.01
585,State Line & 123rd,TS,2018,03/14/2018 12:00:00 AM,5,STATE LINE RD,W 123RD ST,CD6,5,8504,4285,0,3771,448,2757966.85,997310.72
586,State Line & 135th,TS,2019,06/25/2019 12:00:00 AM,5,STATE LINE RD,W 135TH ST,CD6,15,18717,4622,6809,1683,5603,2757962.24,989360.61
587,State Line & 55th,TS,2018,12/11/2018 12:00:00 AM,5,STATE LINE RD,W 55TH ST,CD4,5,7679,2563,1855,3113,148,2758165.96,1041999.54
588,State Line & 63rd,TS,2016,12/14/2016 12:00:00 AM,5,STATE LINE RD,W 63RD ST,CD6,7,4499,1539,803,1547,610,2758097.22,1037205.58
588,State Line & 63rd,TS,2020,02/11/2020 12:00:00 AM,12,STATE LINE RD,W 63RD ST,CD6,11,9358,2878,1785,3012,1682,2758097.22,1037205.58
590,State Line & 75th,TS,2017,09/12/2017 12:00:00 AM,5,STATE LINE RD,W 75TH ST,CD6,24,12786,2896,4583,2362,2945,2758028.94,1029117.39
591,State Line & 79th/Somerset,TS,2017,02/08/2017 12:00:00 AM,12,STATE LINE RD,W 79TH ST,CD6,24,15341,5774,1649,5790,2128,2757996.26,1026440.36
591,State Line & 79th/Somerset,TS,2020,03/12/2020 12:00:00 AM,12,STATE LINE RD,W 79TH ST,CD6,80,14107,5294,1539,5296,1978,2757996.26,1026440.36
597,State Line & Carondelet & I-435,TS,2019,04/16/2019 12:00:00 AM,5,STATE LINE RD,CARONDELET DR,CD6,1,20852,3378,2461,7877,7136,2757967.71,1008071.95
598,State Line & Meadow Lake/Cambridge,TS,2018,10/18/2018 12:00:00 AM,5,STATE LINE RD,MEADOW LAKE PKWY,CD6,4,9618,3778,2792,1979,1069,2758012.35,1027756.83
599,State Line & Minor,TS,2018,08/22/2018 12:00:00 AM,5,STATE LINE RD.,W MINOR DR/ W 119TH ST,CD6,23,11305,4151,1753,3254,2147,2757980.03,999961.41
600,State Line & Shawnee Mission Pkwy,TS,2017,03/16/2017 12:00:00 AM,12,STATE LINE RD,W SHAWNEE MISSION RD,CD4,26,23633,2425,8321,3620,9267,2758183.41,1044137.2
601,Sterling & 43rd,TS,2018,11/08/2018 12:00:00 AM,12,STERLING AVE,E 43RD ST,CD5,39,10329,3885,1497,2634,2313,2803534.61,1047747.2
602,Sterling & 47th,TS,2019,03/28/2019 12:00:00 AM,5,STERLING AVE,E 47TH ST,CD5,7,5608,1885,1012,902,1809,2803453.57,1045103.64
606,Summit & (23rd) Avenida Cesar E Chavez,TS,2018,05/10/2018 12:00:00 AM,5,SUMMIT ST,W 23RD ST,CD4,75,3550,778,267,1561,944,2762092.89,1062945.5
607,Swope Pkwy & 59th,TS,2017,08/03/2017 12:00:00 AM,12,SWOPE PKWY,E 59TH ST,CD5,144,8672,4372,340,2700,1260,2776827.65,1038508.4
608,Swope Pkwy & 63rd,TS,2017,03/02/2017 12:00:00 AM,12,SWOPE PKWY,E 63RD ST,CD5,186,19259,4723,4739,3475,6322,2776670.87,1035995.99
609,Swope Pkwy (47th) & Woodland,TS,2018,05/16/2018 12:00:00 AM,12,WOODLAND AVE,SWOPE PKWY,CD3,4,16948,9,8381,751,7807,2770619.38,1046603.69
610,Topping & 23rd,TS,2017,07/25/2017 12:00:00 AM,12,TOPPING AVE,E 23RD ST,CD3,20,8321,550,4251,156,3364,2784369.6,1061928.2
611,Topping & Truman,TS,2018,11/15/2018 12:00:00 AM,12,TOPPING AVE,E TRUMAN RD,CD3,160,12972,548,7155,608,4661,2784521.49,1065869.6
612,Tracy & 75th,TS,2017,04/25/2017 12:00:00 AM,12,TRACY AVE,E 75TH ST,CD5,43,8425,56,3316,0,5053,2767864.72,1028554.95
616,Troost & 11th,TS-CBD,2017,03/15/2017 12:00:00 AM,5,TROOST AVE,E 11 ST,CD4,91,1318,269,466,583,0,2768891.22,1068335.34
617,Troost & 12th,TS-CBD,2017,03/16/2017 12:00:00 AM,5,TROOST AVE,E 12TH ST,CD4,130,2198,316,2,709,1171,2768873.41,1067887.45
618,Troost & 18th,TS,2018,11/07/2018 12:00:00 AM,12,TROOST AVE,E 18TH ST,CD3,74,5911,1543,1494,1860,1014,2768763.07,1064940.96
619,Troost & 19th,TS,2018,06/21/2018 12:00:00 AM,12,TROOST AVE,E 19TH ST,CD3,42,4264,1043,569,1625,1027,2768744.7,1064451.88
621,Troost & 27th,TS,2019,09/26/2019 12:00:00 AM,5,TROOST AVE,E 27TH ST,CD3,127,5153,1436,1898,822,997,2768561.51,1059972.07
622,Troost & 31st,TS,2018,06/27/2018 12:00:00 AM,5,TROOST AVE,E 31ST ST,CD3&4,500,7221,1266,1972,1228,2755,2768462.06,1057341.04
623,Troost & 39th,TS,2019,09/26/2019 12:00:00 AM,5,TROOST AVE,E 39TH ST,CD3&4,942,8790,1958,2560,2064,2208,2768228.68,1052088.77
624,Troost & 41st,TS,2018,05/10/2018 12:00:00 AM,12,TROOST AVE,E 41ST ST,CD3&4,171,7946,3802,248,3580,316,2768167.96,1050793.14
625,Troost & 43rd,TS,2019,11/05/2019 12:00:00 AM,5,TROOST AVE,E 43RD ST,CD3&4,198,4390,2003,188,2085,114,2768110.47,1049477.6
626,Troost & 47th,TS,2018,05/24/2018 12:00:00 AM,5,TROOST AVE,EMANUEL CLEAVER II BLVD,CD4,367,12223,2082,4304,2519,3318,2767991.18,1046840.17
627,Troost & 52nd/Rockhurst Rd,TS,2019,08/06/2019 12:00:00 AM,5,TROOST AVE,ROCKHURST RD/E 52ND ST,CD4,69,3255,2157,135,917,46,2767837.34,1043557.35
628,Troost & 54th,TS,2018,06/28/2018 12:00:00 AM,12,TROOST AVE,E 54TH ST,CD4,44,10105,5298,856,3775,176,2767774.28,1042225.3
629,Troost & 55th,TS,2018,10/17/2018 12:00:00 AM,5,TROOST AVE,E 55TH ST,CD4,51,4830,2073,408,1885,464,2767744.91,1041564.81
630,Troost & 59th,TS,2019,01/10/2019 12:00:00 AM,12,TROOST AVE,E 59TH ST,CD4,181,8792,4109,1229,2900,554,2767626.82,1038935.84
631,Troost & 63rd,TS,2018,01/25/2018 12:00:00 AM,5,TROOST AVE,E 63RD ST,CD4,380,10864,2832,3035,2694,2303,2767524.74,1036490.57
632,Troost & 67th,TS,2018,12/13/2018 12:00:00 AM,12,TROOST AVE,E 67TH ST,CD4,76,10558,6283,319,3669,287,2767409.14,1033867.35
633,Troost & 75th,TS,2018,02/08/2018 12:00:00 AM,12,TROOST AVE,E 75TH ST,CD4,393,18615,5605,4862,4181,3967,2767201.09,1028589.85
634,Troost & 77th,TS,2018,03/28/2018 12:00:00 AM,5,TROOST AVE,E 77TH ST,CD4,41,5754,2826,648,2280,0,2767140.55,1027061.63
635,Troost & 82nd Ter,TS,2018,07/10/2018 12:00:00 AM,12,TROOST AVE,E 82ND TER,CD5,259,6983,3715,107,3132,29,2767010.82,1023817.52
636,Troost & 89th,TS,2018,03/29/2018 12:00:00 AM,5,TROOST AVE,E 89TH ST,CD5,94,5004,2085,501,2006,412,2766846.67,1019361.24
639,Troost & Truman,TS,2017,03/29/2017 12:00:00 AM,12,TROOST AVE,TRUMAN RD,CD3,106,10368,1271,4301,1668,3128,2768813.15,1066380.76
640,Troost & Volker/49th,TS,2019,10/30/2019 12:00:00 AM,5,TROOST AVE,VOLKER BLVD / E 49TH ST,CD4&5,25,12107,2437,3530,2658,3409,2767920.67,1045347.79
643,Truman & Van Brunt,TS,2019,12/12/2019 12:00:00 AM,12,VAN BRUNT BLVD,E TRUMAN RD,CD3,69,14799,1390,5296,1414,6699,2782072.21,1065936.56
644,Truman & White,TS,2018,06/14/2018 12:00:00 AM,12,WHITE AVE,E TRUMAN RD,CD3,60,11999,125,4734,54,7086,2785179.85,1065847.98
645,Truman & Winchester,TS,2019,04/24/2019 12:00:00 AM,12,WINCHESTER AVE,E TRUMAN RD,CD3,62,11200,291,5550,463,4896,2788426.1,1065739.87
646,Truman & Woodland,TS,2018,10/10/2018 12:00:00 AM,12,WOODLAND AVE,E TRUMAN RD,CD3,204,10361,1089,4936,581,3755,2771441.23,1066255.68
647,Van Brunt & 23rd,TS,2018,10/30/2018 12:00:00 AM,12,VAN BRUNT BLVD,E 23RD ST,CD3,82,8963,1421,3458,1095,2989,2782731.07,1062001.51
649,Van Brunt & 27th,TS,2018,10/02/2018 12:00:00 AM,12,VAN BRUNT BLVD,E 27TH ST,CD3,181,8836,3370,494,4059,913,2782884.89,1059361.8
650,Van Brunt & 35th,TS,2018,10/25/2018 12:00:00 AM,12,EMANUEL CLEAVER II BLVD,E 35TH ST,CD3,4,8794,3946,605,3164,1079,2781623.19,1054142.44
651,Van Brunt & 39th,TS,2018,10/09/2018 12:00:00 AM,12,EMANUEL CLEAVER II BLVD,E 39TH ST,CD3,91,9560,4024,587,4306,643,2782811.83,1051471.53
653,Van Brunt & Clary,TS,2017,04/25/2017 12:00:00 AM,5,EMANUEL CLEAVER II BLVD,CLARY BLVD,CD3,9,4520,1638,528,2354,0,2781901.53,1048484.67
654,Van Brunt & Leeds,TS,2019,06/19/2019 12:00:00 AM,12,EMANUEL CLEAVER II BLVD,LEEDS TFWY,CD3,16,11184,4372,1389,4361,1062,2782643.53,1052210.7
655,Van Brunt & Winner & 12th,TS,2018,05/23/2018 12:00:00 AM,12,VAN BRUNT BLVD / WINNER RD,E 12TH ST,CD3,48,6645,1700,1291,1030,2624,2782153.2,1067385.23
656,"Van Brunt/31st/US40,Linwood & Stadium Dr",TS,2017,06/01/2017 12:00:00 AM,5,EMANUEL CLEAVER II BLVD,E 31ST ST,CD3,31,10084,1598,2200,3788,2498,2782740.13,1056730.06
659,W Pennway & 25th,TS,2017,09/13/2017 12:00:00 AM,12,WEST PENNWAY,W 25TH ST,CD4,56,9642,4845,601,2893,1303,2762697.83,1061606.24
660,W Pennway (Penn Valley Dr) & 26th,TS,2017,12/13/2017 12:00:00 AM,5,WEST PENNWAY,W 26TH ST,CD4,6,2993,1584,651,752,6,2762642.6,1060927.24
661,Walnut & 10th,TS-CBD,2017,03/23/2017 12:00:00 AM,12,WALNUT ST,E 10TH ST,CD4,2636,5349,1260,0,2044,2045,2765448.57,1068918.62
662,Walnut & 11th,TS-CBD,2017,04/04/2017 12:00:00 AM,5,WALNUT ST,E 11TH ST,CD4,971,1783,308,650,825,0,2765432.54,1068472.74
663,Walnut & 12th,TS-CBD,2018,08/07/2018 12:00:00 AM,12,WALNUT ST,E 12TH ST,CD4,3955,6882,1348,14,1512,4008,2765417.14,1068044.45
664,Walnut & 13th,TS-CBD,2017,08/24/2017 12:00:00 AM,12,WALNUT ST,E 13TH ST,CD4,2551,7262,1548,4363,1351,0,2765399.7,1067559.63
669,Walnut & 6th,TS-CBD,2019,10/16/2019 12:00:00 AM,12,WALNUT ST,E 6TH ST (ONE-WAY_WB),CD4,233,7631,812,0,1597,5222,2765577.52,1070370.78
670,Walnut & 7th,TS-CBD,2019,02/19/2019 12:00:00 AM,12,WALNUT ST,E 7TH ST,CD4,268,3267,845,1265,1157,0,2765525.44,1070084.05
671,Walnut & 8th,TS-CBD,2018,11/06/2018 12:00:00 AM,12,WALNUT ST,E 8TH ST,CD4,465,4724,1528,1,2054,1141,2765484.05,1069709.67
672,Walnut & 9th,TS-CBD,2019,03/26/2019 12:00:00 AM,5,WALNUT ST,E 9TH ST,CD4,908,3050,984,785,1281,0,2765468.96,1069370.45
673,Walnut & Truman N Dr,TS-CBD,2019,09/19/2019 12:00:00 AM,12,WALNUT ST,E TRUMAN RD ND,CD4,548,7515,2489,3972,1054,0,2765364.37,1066757.19
674,Walnut & Truman S Dr,TS-CBD,2019,11/19/2019 12:00:00 AM,12,WALNUT ST,E TRUMAN RD_SD (ONE WAY-EB),CD4,438,6420,1501,0,749,4170,2765352.83,1066518.91
675,Ward Pkwy N Dr & 50th/Westwood,TS,2019,05/30/2019 12:00:00 AM,12,WARD PKWY,WESTWOOD RD,CD4,149,17851,4578,12462,0,811,2759921.28,1045194.37
676,Ward Pkwy N Dr & Wornall/Broadway,TS-PLZ,2019,07/30/2019 12:00:00 AM,5,BROADWAY,WARD PKWY_ND,CD4,808,8407,1495,3671,2302,849,2762645.53,1046429.43
677,Ward Pkwy S Dr & 50th/Rockwell,TS,2017,04/11/2017 12:00:00 AM,5,WARD PKWY (ONE-WAY NB),ROCKWELL LN,CD4,52,12064,0,574,10919,571,2760309.69,1044993.31
678,Ward Pkwy S Dr & Wornall,TS-PLZ,2018,11/01/2018 12:00:00 AM,12,WORNALL RD,WARD PKWY (SD),CD4,561,16897,3082,1214,4038,8563,2762633.78,1046176.81
679,Ward Pkwy & 55th,TS,2017,04/11/2017 12:00:00 AM,5,WARD PKWY,W 55TH ST,CD4,8,18167,10205,904,6541,517,2759326.23,1041947.01
680,Ward Pkwy & 59th,TS,2016,01/27/2016 12:00:00 AM,5,WARD PKWY,W 59TH ST,CD4&6,48,16101,8587,222,7015,277,2759764.58,1039283.06
681,Ward Pkwy & 63rd,TS,2016,02/18/2016 12:00:00 AM,5,WARD PKWY,W 63RD ST,CD6,72,17385,8785,910,7155,535,2759659.08,1036957.33
682,Ward Pkwy & 75th,TS,2017,06/29/2017 12:00:00 AM,5,WARD PKWY,W 75TH ST,CD6,20,21598,8133,2474,7530,3461,2759254.04,1029051.35
683,Ward Pkwy & 79th,TS,2018,05/08/2018 12:00:00 AM,5,WARD PKWY (EWD),W 79TH ST,CD6,11,10737,3650,894,5236,957,2758546.45,1026415.95
684,Ward Pkwy & 83rd,TS,2018,04/05/2018 12:00:00 AM,5,WARD PKWY (EWD),W 83RD ST,CD6,54,11103,5551,209,4640,703,2758414.12,1023901.61
685,Ward Pkwy & 85th,TS,2016,06/09/2016 12:00:00 AM,5,WARD PKWY EWD,W 85TH ST,CD6,12,12250,6125,899,4347,879,2758364.48,1022441.69
686,Ward Pkwy & 89th,TS,2018,04/18/2018 12:00:00 AM,12,WARD PKWY_EWD,W 89TH ST,CD6,41,17164,7943,980,6608,1633,2758844.96,1019739.45
687,Ward Pkwy & Shawnee Mission Pkwy,TS,2020,01/08/2020 12:00:00 AM,5,WARD PKWY,BRUSH CREEK  PKWY,CD4,0,14800,8118,0,0,6682,2758695.91,1043787.83
688,Warwick & 39th,TS,2018,08/15/2018 12:00:00 AM,12,WARWICK BLVD,E 39TH ST,CD4,186,12826,1339,6064,1092,4331,2764919.25,1052241.11
690,Washington & 12th,TS-CBD,2017,03/23/2017 12:00:00 AM,12,WASHINGTON ST,W 12TH ST,CD4,119,4904,347,940,1812,1805,2763157.77,1068149.57
691,Washington & 13th,TS-CBD,2017,10/19/2017 12:00:00 AM,12,WASHINGTON ST,W 13TH ST,CD4,608,3283,0,1505,1778,0,2763131.27,1067606.37
692,Washington & 43rd,TS,2018,03/07/2018 12:00:00 AM,12,WASHINGTON ST,W 43RD ST,CD4,69,11588,240,3158,4209,3981,2762567.24,1049691.17
694,Winchester & 63rd,TS,2020,02/12/2020 12:00:00 AM,5,WINCHESTER AVE,E 63RD TFWY,CD5,3,4802,0,2715,334,1750,2786898.35,1036124.59
695,Woodland & 12th,TS,2017,11/09/2017 12:00:00 AM,5,WOODLAND AVE,E 12TH ST,CD3,88,2704,598,761,433,912,2771496,1067757.05
696,Woodland & 18th,TS,2017,05/18/2017 12:00:00 AM,5,WOODLAND AVE,E 18TH ST,CD3,47,2339,438,665,321,915,2771392.58,1064854.14
697,Woodland & 31st,TS,2017,08/02/2017 12:00:00 AM,12,WOODLAND AVE,E 31ST ST,CD3,254,8643,220,4078,361,3984,2771080.06,1057223.65
698,Woodland & 35th,TS,2017,08/02/2017 12:00:00 AM,12,WOODLAND AVE,E 35TH ST,CD3,95,2889,180,890,349,1470,2770974.3,1054584.09
699,Woodland & 39th,TS,2018,05/01/2018 12:00:00 AM,12,WOODLAND AVE,E 39TH ST,CD3,44,13031,384,5970,449,6228,2770856.67,1051966.23
701,Woodland & 63rd/Citadel Dr,TS,2018,07/12/2018 12:00:00 AM,12,CITADEL DR / WOODLAND AVE,E 63RD ST,CD5,34,5811,401,3263,104,2043,2770303.17,1036344.19
703,Woodland & 9th,TS,2018,05/17/2018 12:00:00 AM,12,WOODLAND AVE,E 9TH ST,CD3,123,4862,1429,1561,619,1253,2771553.78,1069136.25
707,Wornall & 101st,TS,2018,01/25/2018 12:00:00 AM,5,WORNALL RD,W 101ST TER,CD6,36,10245,6259,501,3288,197,2761265.07,1011306.8
709,Wornall & 43rd,TS,2019,10/30/2019 12:00:00 AM,5,WORNALL RD,W 43RD ST,CD4,572,4581,460,1572,357,2192,2763021.17,1049677.2
710,Wornall & 51st,TS,2019,06/27/2019 12:00:00 AM,12,WORNALL RD,W 51ST ST,CD4,315,10962,3546,1707,4525,1184,2762589.7,1044452.09
711,Wornall & 55th,TS,2019,10/30/2019 12:00:00 AM,5,WORNALL RD,W 55TH ST,CD4,39,5937,1951,934,1835,1217,2762468.68,1041806.06
712,Wornall & 59th,TS,2017,08/23/2017 12:00:00 AM,12,WORNALL RD,E 59TH ST,CD4&6,56,8116,3170,543,4132,271,2762346.62,1039169.21
713,Wornall & 63rd & Greenway Ter,TS,2016,09/27/2016 12:00:00 AM,12,WORNALL RD,W 63RD ST,CD6,23,2263,926,531,492,314,2762240.48,1036813.88
714,Wornall & 72nd,TS,2019,03/19/2019 12:00:00 AM,12,WORNALL RD,W 72ND ST,CD6,274,13842,6457,2388,4574,423,2762011.59,1030862.57
715,Wornall & 75th,TS,2019,06/13/2019 12:00:00 AM,12,WORNALL RD,W 75TH ST,CD6,364,26166,7834,6765,6259,5308,2761902.99,1028906.58
717,Wornall & 79th,TS,2019,07/11/2019 12:00:00 AM,12,WORNALL RD,W 79TH ST,CD6,89,14377,4961,926,6233,2257,2761833.62,1026231.11
718,Wornall & 85th,TS,2019,08/14/2019 12:00:00 AM,12,WORNALL RD,W 85TH ST,CD6,203,19093,6820,5428,4376,2469,2761677.12,1022270.93
719,Wornall & 89th,TS,2018,03/15/2018 12:00:00 AM,12,WORNALL RD,W 89TH ST,CD6,105,12701,5312,1019,5673,697,2761582.28,1019627.19
720,Wornall & 9400/Ward Pkwy,TS,2015,04/16/2015 12:00:00 AM,5,WORNALL RD,WARD PKWY,CD6,3,12404,3491,0,5049,3864,2761528.42,1016749.15
721,Wornall & 99th,TS,2018,04/12/2018 12:00:00 AM,5,WORNALL RD,W 99TH ST,CD6,31,13441,5606,1059,6743,33,2761331.69,1013031.11
722,Wornall & Carondelet,TS,2018,05/09/2018 12:00:00 AM,12,WORNALL RD,CARONDELET DR,CD6,16,17787,8997,0,6619,2171,2761156.36,1008617.2
723,Wornall & Minor,TS,2017,05/04/2017 12:00:00 AM,12,WORNALL RD,W MINOR DR,CD6,57,11705,3507,1332,4529,2337,2762163.4,1001205.48
725,Wyandotte & 11th,TS-CBD,2017,12/05/2017 12:00:00 AM,5,WYANDOTTE ST,W 11TH ST,CD4,278,2492,775,904,813,0,2764434.83,1068416.6
726,Wyandotte & 12th,TS-CBD,2018,12/11/2018 12:00:00 AM,12,WYANDOTTE ST,W 12TH ST,CD4,1415,6988,1056,0,557,5375,2764421.06,1068088.71
727,Wyandotte & 13th,TS-CBD,2017,09/28/2017 12:00:00 AM,12,WYANDOTTE ST,W 13TH ST,CD4,3699,5438,1347,3034,1057,0,2764401.01,1067610.89
728,Wyandotte & 14th,TS-CBD,2016,12/22/2016 12:00:00 AM,12,WYANDOTTE ST,W 14TH ST,CD4,116,2886,784,417,458,1227,2764380.09,1067102.81
729,Wyandotte & 6th,TS-CBD,2017,04/18/2017 12:00:00 AM,5,WYANDOTTE ST,W 6TH ST  (ONE-WAY EB),CD4,222,4345,1036,0,1343,1966,2764512.99,1070431.31
730,Wyandotte & 75th,TS,2018,07/19/2018 12:00:00 AM,12,WYANDOTTE ST,W 75TH ST,CD4,97,11032,702,5622,412,4296,2762595.21,1028840.09
735,Wyoming & 39th,TS,2017,07/20/2017 12:00:00 AM,12,WYOMING ST,W 39TH ST,CD4,533,8489,1174,3071,862,3382,2759240.08,1052510.04
737,Blue Pkwy & Kensington,TS,2018,01/10/2018 12:00:00 AM,5,KENSINGTON AVE,BLUE PKWY,CD3&4&5,11,13598,179,7317,585,5517,2779079.99,1044336.84
740,State Line & 133rd South,TS,2017,04/18/2017 12:00:00 AM,5,STATE LINE RD,W 133RD ST,CD6,5,7517,2081,959,4477,0,2757969.22,990376.71
744,N Oak & Sherrydale,TS,2019,01/15/2019 12:00:00 AM,12,N OAK TFWY,NE WINDROSE DR,CD2,6,15696,7322,267,6992,1115,2767276.92,1125926.56
745,State Line & 133rd North,TS,2017,06/07/2017 12:00:00 AM,5,STATE LINE RD,W 133RD ST N,CD6,7,11433,5098,404,3800,2131,2757974.22,991103.7
746,N Brighton & NE 81st,TS,2017,11/14/2017 12:00:00 AM,12,N BRIGHTON AVE,NE 80TH TER,CD1,4,5347,2346,0,2210,791,2782867.25,1118959.34
749,Broadway & Nichols,TS-PLZ,2018,03/08/2018 12:00:00 AM,12,BROADWAY BLVD,NICHOLS RD,CD4,2447,8530,2474,1051,3612,1393,2762664.65,1046683.93
751,Grand & 26th,TS,2019,09/19/2019 12:00:00 AM,12,GRAND AVE,E 26TH ST,CD4,177,7874,3785,1032,3057,0,2765108.09,1060609.84
752,Blue Ridge & State Line,TS,2020,02/06/2020 12:00:00 AM,5,STATE LINE RD,W BLUE RIDGE BLVD,CD6,10,11019,4770,1919,4260,70,2757980.03,991960.6
753,"NW Cookingham & Bern, S Ramp",TS,2020,01/15/2020 12:00:00 AM,5,N BERN ST,NW COOKINGHAM DR,CD2,0,1018,581,0,359,78,2730212.31,1144020.6
754,"NW Cookingham & Bern, N Ramp",TS,2015,07/28/2015 12:00:00 AM,5,N BERN ST,NW COOKINGHAM DR OFF RAMP,CD2,4,1629,431,1014,184,0,2729888.49,1144329.44
755,"NW Cookingham & Paris, N Ramp",TS,2020,01/16/2020 12:00:00 AM,5,PARIS ST,NW COOKINGHAM DR_EB,CD2,0,2302,592,0,671,1039,2728642.95,1141787.89
756,"NW Cookingham & Paris, S Ramp",TS,2020,01/16/2020 12:00:00 AM,5,PARIS ST,NW COOKINGHAM DR_WB,CD2,0,1231,409,207,615,0,2728038.21,1141930.62
757,Holmes & 135th,TS,2017,07/25/2017 12:00:00 AM,12,HOLMES RD,E 135TH ST,CD6,16,7214,2477,63,2655,2019,2764071.64,988837.06
759,N Prairie View & NW 86th Ter,TS,2017,02/21/2017 12:00:00 AM,12,NW PRAIRIE VIEW RD,NW 86TH TERR,CD2,1122,3300,1120,143,1734,303,2742977.03,1122922.51
760,N Prairie View & NW 85th,TS,2017,02/07/2017 12:00:00 AM,12,NW PRAIRE VIEW RD,NW 85TH ST,CD2,95,6660,2461,470,3530,199,2743079.9,1122413.51
761,NW Barry & N Marston,TS,2018,10/16/2018 12:00:00 AM,12,N MARSHTON AVE,NW BARRY RD,CD2,34,10920,393,4451,572,5504,2758298.29,1121374.87
772,N Oak & NE 94th,TS,2019,10/09/2019 12:00:00 AM,12,N OAK TFWY,NE 94TH ST,CD2,26,16730,7706,2299,5857,868,2767249.53,1127898.86
773,Main & Ward Pkwy S Dr,TS,2019,09/19/2019 12:00:00 AM,12,MAIN ST,WARD PKWY SD,CD4,70,10715,0,0,2090,8625,2763983.85,1046219.47
775,Washington & 135th,TS,2018,12/19/2018 12:00:00 AM,12,WASHINGTON ST/INVERNESS DR,W 135TH ST,CD6,5,7033,816,2628,971,2618,2760042.17,989150.18
785,NW Ambassador & N Boardwalk,TS,2017,06/22/2017 12:00:00 AM,12,N AMBASSADOR DR,N BOARDWALK AVE,CD2,81,17211,8217,0,4013,4981,2746335.7,1123643.62
